Genus	Basepaws_WGS1	Basepaws_WGS2	Basepaws_WGS2SUB1	Basepaws_WGS2SUB2	Basepaws_WGS2SUB3	Bristle1	Nebula_lcWGS	SequencingDotCom_WGS	Veritas_WGS
Cytomegalovirus	28	118	0	77	40	0	0	0	16
Proboscivirus	10	6	0	4	2	0	0	0	0
Percavirus	60	45	0	34	11	0	0	0	17
Rhadinovirus	23	30	0	23	7	0	0	0	0
Macavirus	19	14	0	10	4	0	0	0	2
Lymphocryptovirus	15	10	0	4	6	0	0	0	4
Varicellovirus	33	49	0	37	11	0	0	0	0
Mardivirus	19	20	0	13	7	0	0	0	0
Scutavirus	14	7	0	7	0	0	0	0	0
Simplexvirus	12	242	0	186	54	0	0	0	2
Cyprinivirus	25	594	0	381	203	1	0	0	12
Batrachovirus	15	13	0	10	3	0	0	0	0
Ostreavirus	10	6	0	5	1	0	0	0	0
Chlorovirus	51	54	0	30	23	0	0	0	3
Prymnesiovirus	48	26	0	13	13	2	0	0	20
Prasinovirus	32	36	0	23	13	0	0	0	27
Coccolithovirus	14	17	0	6	11	0	0	0	4
Raphidovirus	10	9	0	6	3	0	0	0	5
Phaeovirus	7	6	0	3	2	0	0	0	0
Mimivirus	186	393	0	240	149	2	0	0	5
Cafeteriavirus	111	174	0	82	92	0	0	0	2
Alphabaculovirus	202	299	0	175	124	0	0	0	34
Betabaculovirus	120	130	0	75	53	1	1	0	11
Gammabaculovirus	17	8	0	5	3	0	0	0	0
Chloriridovirus	54	78	0	43	34	0	0	0	1
Iridovirus	43	63	0	48	14	2	0	0	3
Lymphocystivirus	20	19	0	14	5	0	0	0	5
Megalocytivirus	4	9	0	5	4	0	0	0	0
Ichnovirus	96	80	0	47	33	1	0	0	19
Bracovirus	26	714	0	488	215	1	0	0	1
Marseillevirus	74	67	0	49	18	2	0	0	2
Betanudivirus	40	60	0	42	18	0	0	0	0
Alphanudivirus	16	9	0	7	2	0	0	0	1
Asfivirus	83	55	0	36	19	0	0	0	0
Mastadenovirus	45	32	0	27	6	0	0	0	8
Aviadenovirus	21	67	0	39	27	0	0	0	0
Atadenovirus	9	8	0	4	4	0	0	0	1
Siadenovirus	1	0	0	0	0	0	0	0	0
Alphapapillomavirus	11	16	0	11	5	0	0	0	0
Gammapapillomavirus	10	67	0	47	19	0	0	0	0
Betapapillomavirus	10	7	0	4	3	1	0	0	1
Deltapapillomavirus	9	7	0	6	1	0	0	0	0
Dyothetapapillomavirus	2	9309	0	6298	2871	0	0	0	0
Mupapillomavirus	1	0	0	0	0	0	0	0	0
Rudivirus	32	13	0	6	7	0	0	0	2
Betalipothrixvirus	7	5	0	5	0	0	0	0	0
Glossinavirus	25	8	0	4	3	0	0	0	5
Muscavirus	2	9	0	6	3	0	0	0	0
Begomovirus	20	248	0	172	74	0	0	0	1
Ascovirus	19	29	0	18	11	0	0	0	0
Toursvirus	2	1	0	1	0	0	0	0	0
Inovirus	18	4	0	3	1	0	0	0	0
Betatorquevirus	16	29	0	16	11	0	0	0	12
Gammatorquevirus	2	1	0	1	0	0	0	0	0
Bicaudavirus	1	0	0	0	0	0	0	0	0
Copiparvovirus	7	1	0	1	0	0	0	0	0
Tetraparvovirus	1	0	0	0	0	0	0	0	0
Bocaparvovirus	1	0	0	0	0	0	0	0	0
Circovirus	5	4	0	1	2	0	0	0	0
Betafusellovirus	6	5	0	0	5	0	0	0	0
Orthohepadnavirus	6	8	0	3	4	0	0	0	0
Betapolyomavirus	4	9	0	6	2	0	0	0	0
Alphapolyomavirus	1	1	0	1	0	0	0	0	0
Plasmavirus	3	3	0	2	1	0	0	0	0
Gemykibivirus	2	5	0	3	2	0	0	0	0
Whispovirus	2	4	0	1	3	0	0	0	0
Ampullavirus	1	0	0	0	0	0	0	0	0
Frederiksenia	0	23	0	12	11	0	0	0	0
CandidatusTremblaya	0	3	0	3	0	0	0	0	0
Sulfobacillus	0	43	0	29	14	0	0	0	0
CandidatusSaccharimonas	0	1258	0	853	385	0	0	0	1
Nupapillomavirus	0	42	0	24	18	0	0	0	0
Lambdapapillomavirus	0	8	0	5	3	0	0	0	0
Dyomupapillomavirus	0	1	0	1	0	0	0	0	0
Phipapillomavirus	0	1	0	1	0	0	0	0	0
Hapunavirus	0	212	0	150	60	0	0	0	0
Peduovirus	0	131	0	79	46	0	0	0	0
Marthavirus	0	8	0	6	0	0	0	0	0
Bcepmuvirus	0	1	0	0	1	0	0	0	0
Peatvirus	0	1	0	0	1	0	0	0	0
Biquartavirus	0	1	0	0	1	0	0	0	0
Pbunavirus	0	1	0	1	0	0	0	0	0
Vhmlvirus	0	1	0	1	0	0	0	0	0
Noxifervirus	0	1	0	1	0	0	0	0	0
Yuavirus	0	301	0	199	96	0	0	0	0
Vividuovirus	0	153	0	110	38	0	0	0	0
Smoothievirus	0	117	0	89	27	0	0	0	0
Delepquintavirus	0	19	0	12	4	0	0	0	0
Doucettevirus	0	9	0	9	0	0	0	0	0
Slashvirus	0	8	0	6	0	0	0	0	1
Cheoctovirus	0	5	0	4	0	0	0	0	0
Betterkatzvirus	0	4	0	4	0	0	0	0	0
Pahexavirus	0	2	0	3	0	0	17	0	0
Bronvirus	0	2	0	2	0	0	0	0	0
Bongovirus	0	2	0	0	2	0	0	0	0
Pegunavirus	0	2	0	0	2	0	0	0	0
Gamtrevirus	0	2	0	1	1	0	0	0	0
Sourvirus	0	2	0	2	0	0	0	0	0
Titanvirus	0	2	0	1	1	0	0	0	0
Dhillonvirus	0	1	0	0	1	0	0	0	0
Brussowvirus	0	1	0	0	1	0	0	0	0
Cbastvirus	0	1	0	1	0	0	0	0	0
Nyceiraevirus	0	1	0	0	1	0	0	0	0
Sugarlandvirus	0	1	0	1	0	0	0	0	0
Bingvirus	0	1	0	1	0	0	0	0	0
Jerseyvirus	0	1	0	1	0	0	0	0	0
Laroyevirus	0	1	0	1	0	0	0	0	0
Cimpunavirus	0	1	0	1	0	0	0	0	0
Gustavvirus	0	1	0	1	0	0	0	0	0
Bruynoghevirus	0	59	0	45	14	0	0	0	0
Lightbulbvirus	0	11	0	5	0	0	0	0	0
Johnsonvirus	0	8	0	5	0	0	0	0	0
Sepunavirus	0	9	0	0	1	0	0	0	0
Twortvirus	0	2	0	1	1	0	0	0	0
Siminovitchvirus	0	1	0	0	1	0	0	0	0
Agtrevirus	0	6	0	3	2	0	0	0	0
Sigmavirus	0	84	0	57	24	0	0	0	0
Tibrovirus	0	17	0	14	3	0	0	0	1
Curiovirus	0	2	0	1	0	0	0	0	0
Orthoavulavirus	0	1	0	1	0	0	0	0	0
Orthopneumovirus	0	2	0	2	0	0	0	0	0
Yuyuevirus	0	1	0	1	0	0	0	0	0
Ophiovirus	0	1	0	1	0	0	0	0	0
Negevirus	0	1	0	0	1	0	0	0	0
Rosavirus	0	2	0	2	0	0	0	0	0
Mischivirus	0	1	0	0	1	0	0	0	0
Torradovirus	0	1	0	1	0	0	0	0	0
Gammaarterivirus	0	21	0	15	6	0	0	0	0
Iotaarterivirus	0	1	0	1	0	0	0	0	0
Tiruvirus	0	6	0	5	1	0	0	0	0
Alphamesonivirus	0	1	0	1	0	0	0	0	9
Marafivirus	0	1	0	0	1	0	0	0	0
Carlavirus	0	1	0	1	0	0	0	0	0
Vitivirus	0	1	0	1	0	0	0	0	0
Seadornavirus	0	1	0	0	1	0	0	0	0
Mycoreovirus	0	1	0	1	0	0	0	0	0
Fijivirus	0	1	0	1	0	0	0	0	0
Mamastrovirus	0	12	0	10	2	0	0	0	0
Betachrysovirus	0	1	0	1	0	0	0	0	0
Ampelovirus	0	1	0	1	0	0	0	0	0
Quadrivirus	0	2	0	0	2	0	0	0	0
Luteovirus	0	1	0	0	1	0	0	0	0
Ictalurivirus	0	1	0	1	0	0	2	0	6
Molluscipoxvirus	0	1	0	1	0	0	0	0	1
Crocodylidpoxvirus	0	1	0	0	1	0	0	0	0
Ranavirus	0	1	0	0	1	0	0	0	6
Nanovirus	0	2	0	2	0	0	0	0	1
Mycoplasma	0	0	0	0	0	125	21	1927	0
Ureaplasma	0	0	0	0	0	6	0	78	0
CandidatusHepatoplasma	0	0	0	0	0	1	0	33	0
Spiroplasma	0	0	0	0	0	29	8	1048	0
Entomoplasma	0	0	0	0	0	7	0	126	0
Mesoplasma	0	0	0	0	0	6	1	178	0
Acholeplasma	0	0	0	0	0	5	7	359	0
Prochlorococcus	0	0	0	0	0	11	0	0	155
Dactylococcopsis	0	0	0	0	0	1	0	0	0
Leptolyngbya	0	0	0	0	0	3	2	0	0
Pseudanabaena	0	0	0	0	0	2	0	0	0
Halomicronema	0	0	0	0	0	1	1	0	0
Stanieria	0	0	0	0	0	3	2	0	0
Pleurocapsa	0	0	0	0	0	1	1	0	0
Methanosarcina	0	0	0	0	0	16	3	0	225
Methanococcoides	0	0	0	0	0	2	1	0	26
Methanothrix	0	0	0	0	0	6	2	0	2
Methanoregula	0	0	0	0	0	2	0	0	8
Methanocorpusculum	0	0	0	0	0	2	1	0	63
Methanolacinia	0	0	0	0	0	1	0	0	13
Methanocella	0	0	0	0	0	2	0	0	2
Haloplanus	0	0	0	0	0	2	0	0	8
Halogeometricum	0	0	0	0	0	1	0	0	3
Haloquadratum	0	0	0	0	0	1	0	0	5
Salinigranum	0	0	0	0	0	1	1	0	11
Natronomonas	0	0	0	0	0	2	0	0	0
Haloarcula	0	0	0	0	0	1	0	0	16
Halostella	0	0	0	0	0	1	1	0	1
Natronorubrum	0	0	0	0	0	3	0	0	6
Methanobrevibacter	0	0	0	0	0	7	2	0	55
Methanobacterium	0	0	0	0	0	3	0	0	77
Methanothermobacter	0	0	0	0	0	2	1	0	43
Methanosphaera	0	0	0	0	0	1	0	0	22
Methanocaldococcus	0	0	0	0	0	5	4	0	98
Methanotorris	0	0	0	0	0	2	0	0	24
Methanococcus	0	0	0	0	0	3	1	0	78
Methanothermococcus	0	0	0	0	0	1	0	0	18
Methanofervidicoccus	0	0	0	0	0	1	0	0	18
Thermococcus	0	0	0	0	0	11	4	0	72
Pyrococcus	0	0	0	0	0	3	2	0	47
Cuniculiplasma	0	0	0	0	0	1	0	0	10
Methanomassiliicoccus	0	0	0	0	0	1	0	0	1
Acidianus	0	0	0	0	0	15	0	0	61
Sulfolobus	0	0	0	0	0	3	0	0	82
Stygiolobus	0	0	0	0	0	1	0	0	33
Metallosphaera	0	0	0	0	0	1	1	0	17
Thermosphaera	0	0	0	0	0	2	0	0	13
Staphylothermus	0	0	0	0	0	1	0	0	37
Acidilobus	0	0	0	0	0	1	1	0	4
Nitrosopumilus	0	0	0	0	0	3	0	0	26
CandidatusNitrosomarinus	0	0	0	0	0	1	0	0	12
CandidatusNitrosocosmicus	0	0	0	0	0	2	0	0	69
Nitrososphaera	0	0	0	0	0	1	1	0	35
CandidatusNitrosotenuis	0	0	0	0	0	2	0	0	22
Moineauvirus	0	0	0	0	0	2	0	0	0
Obolenskvirus	0	0	0	0	0	1	0	0	0
Tabernariusvirus	0	0	0	0	0	1	0	0	1
Megabirnavirus	0	0	0	0	0	1	0	0	0
Narmovirus	0	0	0	0	0	1	0	0	5
Taupapillomavirus	0	0	0	0	0	1	0	0	0
Chamaesiphon	0	0	0	0	0	0	3	0	361
Gloeomargarita	0	0	0	0	0	0	1	0	0
Natrinema	0	0	0	0	0	0	5	0	8
Natronolimnobius	0	0	0	0	0	0	2	0	4
Halorubrum	0	0	0	0	0	0	4	0	9
Halobacterium	0	0	0	0	0	0	1	0	11
Halorussus	0	0	0	0	0	0	1	0	1
Methanosalsum	0	0	0	0	0	0	1	0	0
CandidatusMethanomethylophilus	0	0	0	0	0	0	1	0	8
Thermoplasma	0	0	0	0	0	0	1	0	15
Aciduliprofundum	0	0	0	0	0	0	2	0	10
Geoglobus	0	0	0	0	0	0	3	0	0
Pyrobaculum	0	0	0	0	0	0	5	0	8
Caldivirga	0	0	0	0	0	0	1	0	0
Thermofilum	0	0	0	0	0	0	1	0	3
CandidatusNitrosotalea	0	0	0	0	0	0	1	0	18
CandidatusKorarchaeum	0	0	0	0	0	0	1	0	1
Tortellinivirus	0	0	0	0	0	0	1	0	0
CandidatusPhytoplasma	0	0	0	0	0	0	0	72	0
Methanomethylovorans	0	0	0	0	0	0	0	0	24
Methanohalobium	0	0	0	0	0	0	0	0	15
Methanohalophilus	0	0	0	0	0	0	0	0	9
Methanofollis	0	0	0	0	0	0	0	0	11
Methanoplanus	0	0	0	0	0	0	0	0	8
Methanoculleus	0	0	0	0	0	0	0	0	7
Methanolinea	0	0	0	0	0	0	0	0	2
Methanospirillum	0	0	0	0	0	0	0	0	1
Haloferax	0	0	0	0	0	0	0	0	17
Haloprofundus	0	0	0	0	0	0	0	0	8
Halopenitus	0	0	0	0	0	0	0	0	11
Halohasta	0	0	0	0	0	0	0	0	5
Halalkaliarchaeum	0	0	0	0	0	0	0	0	2
Halobiforma	0	0	0	0	0	0	0	0	21
Natronobacterium	0	0	0	0	0	0	0	0	20
Halopiger	0	0	0	0	0	0	0	0	11
Halovivax	0	0	0	0	0	0	0	0	3
Haloterrigena	0	0	0	0	0	0	0	0	2
Natrialba	0	0	0	0	0	0	0	0	1
Salinarchaeum	0	0	0	0	0	0	0	0	1
Halostagnicola	0	0	0	0	0	0	0	0	1
Halanaeroarchaeum	0	0	0	0	0	0	0	0	8
Salarchaeum	0	0	0	0	0	0	0	0	1
Halomicrobium	0	0	0	0	0	0	0	0	1
Halorientalis	0	0	0	0	0	0	0	0	1
Halorhabdus	0	0	0	0	0	0	0	0	1
Methanothermus	0	0	0	0	0	0	0	0	39
Palaeococcus	0	0	0	0	0	0	0	0	1
Ferroplasma	0	0	0	0	0	0	0	0	32
Picrophilus	0	0	0	0	0	0	0	0	25
Archaeoglobus	0	0	0	0	0	0	0	0	11
Sulfurisphaera	0	0	0	0	0	0	0	0	29
Sulfodiicoccus	0	0	0	0	0	0	0	0	11
Sulfuracidifex	0	0	0	0	0	0	0	0	5
Saccharolobus	0	0	0	0	0	0	0	0	4
Ignicoccus	0	0	0	0	0	0	0	0	8
Aeropyrum	0	0	0	0	0	0	0	0	2
Desulfurococcus	0	0	0	0	0	0	0	0	2
Thermogladius	0	0	0	0	0	0	0	0	1
Pyrolobus	0	0	0	0	0	0	0	0	1
Vulcanisaeta	0	0	0	0	0	0	0	0	15
Thermoproteus	0	0	0	0	0	0	0	0	2
Caldisphaera	0	0	0	0	0	0	0	0	4
Fervidicoccus	0	0	0	0	0	0	0	0	2
CandidatusNitrosocaldus	0	0	0	0	0	0	0	0	38
CandidatusNitrosopelagicus	0	0	0	0	0	0	0	0	8
CandidatusMancarchaeum	0	0	0	0	0	0	0	0	4
Chivirus	0	0	0	0	0	0	0	0	3
Inhavirus	0	0	0	0	0	0	0	0	1
Helsingorvirus	0	0	0	0	0	0	0	0	1
Iltovirus	0	0	0	0	0	0	0	0	8
Sripuvirus	0	0	0	0	0	0	0	0	2
Marburgvirus	0	0	0	0	0	0	0	0	5
Torovirus	0	0	0	0	0	0	0	0	9
Harkavirus	0	0	0	0	0	0	0	0	1
Kobuvirus	0	0	0	0	0	0	0	0	1
Torchivirus	0	0	0	0	0	0	0	0	1
