Genus	Basepaws_WGS1_Kraken2.kreport	Basepaws_WGS2_Kraken2.kreport	Bristle1_Kraken2.kreport	Kean5_Kraken2.kreport	Kean6a_Kraken2.kreport	Kean6b_Kraken2.kreport	Nebula_lcWGS_Kraken2.kreport	Ombre5_Kraken2.kreport	Ombre6_Kraken2.kreport	PetQCheck1_Kraken2.kreport	PetQCheck2_Kraken2.kreport	PetQCheck3_Kraken2.kreport	PetQCheck4_Kraken2.kreport	Psomagen1a_Kraken2.kreport	Psomagen1b_Kraken2.kreport	Psomagen2_Kraken2.kreport	Psomagen3_Kraken2.kreport	Psomagen4_Kraken2.kreport	SequencingDotCom_WGS_Kraken2.kreport	thryve2_Kraken2.kreport	thryve3a_Kraken2.kreport	thryve3b_Kraken2.kreport	thryve4_Kraken2.kreport	uBiome_Fecal2013_Kraken2.kreport	uBiome_Fecal2014_Kraken2.kreport	uBiome_Fecal2019_Kraken2.kreport	uBiome_Oral2014_Kraken2.kreport	uBiome_Oral2019_Kraken2.kreport	Veritas_WGS_Kraken2.kreport
Desulfuromonas	160	9858	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	28
Desulfoglaeba	121	1900	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15
Syntrophobacter	78	3301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Desulfomonile	68	1026	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
Desulfobacca	62	966	0	2	32	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	2	4	1	1	0	0	0	1
Syntrophus	57	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1
Bradymonas	73	3179	1	7	58	0	1	1	0	0	0	0	0	7	0	0	0	0	26	2	1	0	0	5	0	2	0	1	4
Desulfurella	115	1418	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	0	2	0	3	8
Hippea	100	748	0	5	28	0	0	0	0	0	0	3	2	6	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
Desulfarculus	40	6810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
Silvanigrella	341	580	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	5
Bdellovibrio	494	4934	8	1	7	0	4	0	0	0	0	0	2	2	0	0	0	0	96	0	0	0	0	1548	504	0	0	0	38
Halobacteriovorax	295	1175	2	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	2	4
Bacteriovorax	107	924	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2
Acidithiobacillus	234	19362	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5
Mariprofundus	81	988	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
Hydrogenophilus	33	4501	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Staphylococcus	2621331	38078	180	40	1026	241372	1196	3	7	8	4	14	11	68	240828	178720	166749	165499	5300	3	2	6	78	983	3	11	1	94	3949
Macrococcus	455	1741	4	0	0	34	10	0	0	0	0	0	0	0	36	25	34	80	272	0	0	0	0	0	0	0	0	0	15
Auricoccus	116	1296	2	0	0	23	3	0	0	0	0	0	0	0	4	6	9	30	99	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	87	562	3	0	1	13	2	0	0	0	0	0	0	0	5	6	9	36	34	0	0	0	0	0	0	0	0	0	6
Salinicoccus	68	470	0	0	0	208	0	0	0	0	0	0	0	0	178	226	146	72	19	0	0	0	0	0	0	0	0	0	1
Bacillus	28172	112891	241	1392	8178	3592	175	7	10	33	14	31	17	1246	3344	3312	3461	5049	6392	5	14	31	49	126	11	21	11	361	1312
Virgibacillus	1725	9144	7	0	1	263	10	0	0	0	0	0	0	0	355	355	300	373	420	0	0	0	0	0	0	0	0	1	31
Lysinibacillus	1678	6475	28	0	4	231	18	0	0	0	0	0	0	0	287	242	233	178	571	0	0	0	0	0	0	0	2	43	45
Oceanobacillus	927	3611	3	0	0	66	10	0	0	0	0	0	0	0	48	56	59	145	237	0	0	0	0	0	0	0	0	0	18
Geobacillus	594	11069	20	1	4	210	21	0	0	0	0	4	3	1	168	232	359	663	222	0	0	0	0	0	0	0	0	0	55
Anoxybacillus	507	3524	8	67	604	54	7	8	13	0	1	0	0	43	48	38	79	70	104	9	20	31	18	123	4	1	2	2	46
Fictibacillus	454	2402	6	0	0	23	0	0	0	0	0	0	0	0	24	28	51	39	75	0	0	0	0	0	0	0	0	0	4
Halobacillus	348	1560	10	0	0	32	5	0	0	0	0	0	0	0	32	42	38	53	178	0	0	0	0	0	0	0	0	0	4
Psychrobacillus	322	630	7	0	0	7	2	0	0	0	0	0	0	0	4	14	18	26	271	1	0	0	0	0	0	0	0	0	6
Parageobacillus	299	1659	1	0	0	43	10	0	0	0	0	0	0	0	48	48	57	47	58	0	0	0	0	0	0	0	0	0	9
Gracilibacillus	238	866	2	0	0	50	2	0	0	0	0	0	0	0	23	28	60	61	105	0	0	0	0	0	0	0	0	0	3
Salicibibacter	198	864	11	3	16	37	11	3	0	1	1	0	1	1	22	39	55	197	17	1	2	2	2	2	1	7	0	0	3
Paraliobacillus	176	699	4	0	0	22	3	0	0	0	0	0	0	0	15	14	13	71	106	0	0	0	0	0	0	0	0	0	2
Pontibacillus	164	1571	5	0	0	31	3	0	0	0	0	0	0	0	29	15	30	26	50	0	0	0	0	0	0	0	0	0	1
Pradoshia	138	580	5	0	0	25	3	0	0	0	0	0	0	1	29	10	10	38	47	0	0	0	0	0	0	0	0	0	7
Lentibacillus	129	337	1	0	0	37	0	0	0	0	0	0	0	0	10	8	21	23	3	0	0	0	0	0	0	0	0	0	4
Amphibacillus	128	472	2	0	0	20	9	0	0	0	0	0	0	0	2	8	7	11	75	0	0	0	0	0	0	0	0	0	0
Terribacillus	107	918	3	0	0	21	0	0	0	1	0	3	0	0	15	16	23	60	25	0	0	0	0	0	0	0	0	0	3
Aeribacillus	88	263	3	0	0	33	0	0	0	0	0	0	0	0	19	23	31	29	12	0	0	0	0	0	0	0	0	0	7
Salimicrobium	67	443	3	0	1	30	5	0	0	0	0	0	0	0	12	22	39	42	56	0	0	0	0	0	0	0	0	0	3
Paenibacillus	9097	98415	58	66	1018	5452	65	4	3	0	8	5	1	45	5507	6102	8088	9596	1533	3	7	11	10	25	5	77	0	287	329
Cohnella	2464	5556	10	1	2	128	5	0	0	0	0	0	0	0	98	128	302	272	392	0	0	0	0	0	0	0	0	0	374
Brevibacillus	1833	11614	13	1	2	388	4	0	0	0	0	0	0	0	217	265	445	477	284	0	0	0	0	0	0	0	0	5	70
Saccharibacillus	248	3253	0	0	0	85	0	0	0	0	0	0	0	0	81	79	159	135	59	0	0	0	0	0	0	0	0	0	41
Aneurinibacillus	152	1426	4	2	52	351	3	0	0	0	0	0	0	1	415	440	376	222	97	0	0	1	1	1	0	0	0	0	11
Thermobacillus	73	1564	1	0	0	113	0	0	0	0	0	0	0	0	119	125	264	135	1	0	0	0	0	0	0	0	0	0	2
Planococcus	911	7628	12	1	2	391	10	0	0	0	1	0	0	0	295	308	350	458	356	0	0	0	0	0	0	0	0	0	27
Sporosarcina	787	6125	18	0	0	134	6	0	0	0	0	0	0	0	159	137	206	275	337	0	0	0	0	0	0	0	0	0	28
Solibacillus	437	1923	4	0	0	37	4	0	0	0	0	0	0	0	14	28	41	41	141	0	0	0	0	0	0	0	0	0	7
Kurthia	314	1589	5	0	0	166	4	0	0	0	0	0	0	0	223	168	86	54	210	0	0	0	0	0	0	0	0	0	1
Paenisporosarcina	303	1606	4	0	0	18	4	0	0	0	0	0	0	0	7	6	15	17	42	0	0	0	0	0	0	0	1	2	2
Jeotgalibacillus	206	814	3	0	0	35	4	0	0	0	0	0	0	0	28	18	31	62	30	0	0	0	0	0	0	0	0	0	0
Rummeliibacillus	198	586	1	0	0	9	1	0	0	0	0	0	0	0	14	17	18	20	112	0	0	0	0	0	0	0	0	0	4
Ureibacillus	148	551	1	0	0	4	0	0	0	0	0	0	0	1	4	4	10	3	82	0	0	0	0	0	0	0	0	0	6
Listeria	2706	8788	52	0	6	139	24	0	0	0	0	4	1	0	169	162	285	407	1156	0	0	0	0	0	0	0	0	3	28
Brochothrix	217	1631	7	0	0	4	9	0	0	0	0	0	0	0	9	12	6	8	175	0	0	0	0	0	0	0	0	0	3
Gemella	743	21421	8679	1	5	34	3633	0	0	0	0	0	0	0	81	53	69	75	193769	0	0	0	1	21	4	1	442	12971	219
Exiguobacterium	452	4195	16	1	7	218	1	0	0	0	0	0	0	1	234	294	252	450	252	0	0	0	0	1	1	0	0	2	15
Tumebacillus	131	1431	1	3	7	179	5	1	0	11	3	3	0	3	128	127	267	316	26	0	2	0	0	10	3	2	0	2	2
Alicyclobacillus	86	2520	0	0	1	115	0	0	0	0	0	0	0	1	85	86	224	174	69	0	0	0	0	0	0	0	0	0	5
Kyrpidia	77	1394	0	87	674	37	1	0	0	26	21	21	13	3	35	50	70	71	8	0	0	0	2	1	1	0	0	0	4
Novibacillus	104	188	2	5	64	35	0	0	0	5	1	2	9	3	46	38	55	41	10	0	0	0	0	0	0	0	0	2	0
Laceyella	58	821	0	16	122	21	0	5	2	3	2	4	0	15	28	32	92	62	22	0	2	5	3	2	0	2	0	1	19
Thermoactinomyces	53	1180	2	0	0	31	0	0	0	0	0	0	0	0	20	25	62	46	26	0	0	0	0	0	0	0	0	0	2
Staphylospora	39	536	2	1	12	74	0	0	0	0	0	0	0	1	98	91	86	124	3	0	0	0	0	0	0	0	0	0	32
Sporolactobacillus	85	549	0	0	0	41	1	0	0	0	0	0	0	0	13	28	43	154	29	0	0	0	0	0	0	0	0	1	1
Lactobacillus	9603	60823	315	139	345	2135	182	5	4	11	22	28	15	31	1999	2355	2280	2589	8720	4	8	1	4	44	6	33	7	805	667
Pediococcus	576	2905	15	1	2	88	11	0	0	0	0	3	2	1	46	40	90	314	362	0	0	0	0	0	0	0	0	4	9
Streptococcus	7502	199673	198160	652	3086	2230	173069	58	13	14	11	59	6	133	1696	1678	2481	5654	5775836	21	15	35	139	816	142	62	6914	79737	1732
Lactococcus	1562	6327	66	43	142	312	29	11	6	5	1	1	1	1	339	268	314	272	1147	0	8	12	15	13	0	0	3	84	71
Enterococcus	4851	18032	180	14	45	1295	80	0	0	5	5	3	6	2	1350	1347	1517	1650	5136	0	0	0	0	1	0	0	3	24	139
Vagococcus	475	2532	50	0	0	15	19	0	0	1	1	0	0	0	48	38	38	53	1259	0	0	0	0	1	0	0	1	35	20
Tetragenococcus	395	2561	8	0	10	23	8	3	0	0	0	0	0	2	27	31	66	67	351	3	6	3	0	3	1	3	0	27	12
Melissococcus	329	735	11	0	0	1	2	0	0	0	0	0	0	0	4	4	5	18	199	0	0	0	0	0	0	0	0	0	18
Weissella	946	3801	26	1	13	407	10	0	0	2	8	1	1	3	444	432	347	167	464	1	0	1	1	25	2	2	1	22	17
Leuconostoc	875	6459	16	82	536	89	15	2	1	2	7	9	0	58	53	67	53	126	450	1	0	1	3	3	1	0	0	1	15
Oenococcus	296	1922	4	8	27	79	5	1	0	0	5	1	0	4	66	222	116	279	96	2	3	1	4	12	2	6	0	0	3
Carnobacterium	1183	4402	73	0	0	71	26	0	0	0	0	1	0	0	66	93	131	214	2121	0	0	0	0	0	0	0	0	0	16
Jeotgalibaca	363	2378	33	0	0	15	24	0	0	0	0	0	0	0	21	19	17	148	1001	0	0	0	0	0	0	0	0	2	5
Marinilactibacillus	205	1628	6	0	0	5	4	0	0	1	0	0	0	0	3	0	2	8	254	0	0	0	0	0	0	0	0	0	2
Dolosigranulum	72	998	109	7	54	2	3	0	0	0	0	0	0	4	15	10	14	17	1215	0	0	0	0	0	0	0	0	0	3
Aerococcus	378	4046	40	7	23	83	21	1	4	2	0	2	0	0	159	106	149	134	1336	1	0	3	0	29	1	1	0	9	5
Suicoccus	53	2173	9	0	1	21	0	0	0	1	0	5	1	0	14	12	16	20	383	0	0	0	0	0	0	0	0	8	1
Clostridium	32913	131196	152	1534	12384	3695	80	20	7	331	3126	321	2850	984	3669	3588	4488	5074	3609	104	66	97	12	300	48	19	1	16	862
Alkaliphilus	538	6435	3	0	5	100	3	0	0	0	0	0	0	1	66	43	64	147	16	0	0	1	0	1	0	0	0	21	16
CandidatusArthromitus	507	1920	1	99	445	39	1	9	5	0	1	0	0	35	54	37	27	50	27	12	4	7	11	0	1	0	0	0	4
Caloranaerobacter	363	1480	2	0	1	74	6	0	0	0	0	0	0	0	12	15	45	94	77	0	0	0	0	0	0	0	0	0	17
Geosporobacter	313	2298	1	0	1	46	2	0	0	0	0	0	0	0	58	62	85	73	16	0	0	0	0	0	0	0	0	0	6
Hathewaya	312	1310	2	3	3	31	0	0	0	0	0	0	0	0	31	23	41	94	66	0	0	0	0	0	0	0	0	0	20
Caloramator	306	1818	0	1	0	100	0	0	0	0	0	0	0	0	47	36	50	187	15	0	0	0	0	0	0	0	0	0	4
Crassaminicella	293	1455	2	0	0	28	0	0	0	0	0	0	0	0	32	32	37	58	91	0	0	0	0	0	0	0	0	1	14
Hungatella	140	3616	0	613	3154	1148	1	71	42	0	3	1	1	396	1091	1770	2110	1355	13	52	73	134	58	326	71	155	0	0	10
Lachnoclostridium	1194	29620	17	7388	19139	42127	39	638	188	970	741	962	585	1891	43751	59221	84004	81010	212	399	374	577	462	6207	941	2441	1	4	37
Blautia	710	14987	11	10059	20986	30082	21	1064	261	1314	1278	1677	1058	5473	30552	23799	33954	82999	112	1081	1753	2671	1077	5985	2226	5473	2	0	38
Butyrivibrio	543	7083	2	326	689	960	5	29	17	62	35	42	16	60	628	629	967	1073	43	20	31	43	50	411	37	145	11	148	9
Cellulosilyticum	455	2346	2	145	3716	1480	2	5	48	18	27	18	5	73	228	140	222	187	77	5	11	8	2	97	6	11	0	2	4
Anaerostipes	371	4101	1	1639	6890	6101	7	66	18	115	110	130	165	1188	9610	8330	6538	6268	28	140	66	68	65	6872	1074	3109	0	0	5
Anaerocolumna	348	2009	2	35	232	259	0	0	0	2	0	0	0	22	203	166	304	389	36	0	0	0	0	4	0	1	0	0	4
Anaerobutyricum	233	909	2	3380	12654	6954	6	273	76	0	0	0	0	703	5030	4196	6279	13198	15	171	521	407	400	5732	1124	4055	0	0	4
Roseburia	209	4671	2	754	5018	12619	0	8	7	422	564	302	129	943	16504	16058	25462	11125	42	10	14	36	3	261	51	26	0	1	22
Herbinix	149	1741	0	1	5	149	0	0	0	0	0	1	1	1	155	141	168	165	20	0	0	0	0	0	0	0	0	0	1
Lachnospira	133	2792	2	18651	88123	21025	2	959	1285	392	261	295	111	7235	11283	6051	9711	1472	18	504	1381	1615	85	7760	1464	2462	1	0	1
Lachnoanaerobaculum	126	13741	56	210	1165	239	13	15	6	2	4	4	2	232	288	277	278	308	105	29	14	10	8	70	59	24	35	1	18
Anaerotignum	103	2255	1	7159	37757	318	4	89	36	303	257	321	335	3870	484	211	239	273	49	80	94	101	15	1215	98	112	0	6	6
Pseudobutyrivibrio	80	1379	6	2	86	186	2	0	0	3	4	2	1	12	273	263	321	236	10	0	0	6	1	3	1	2	0	0	2
Clostridioides	1224	11534	14	12	98	10436	12	0	0	14	12	15	19	16	12693	11442	18189	16599	302	0	1	5	3	178	108	2	0	1	108
Paeniclostridium	496	1969	3	0	0	34	1	0	0	0	0	0	1	0	60	51	21	61	154	0	0	0	0	0	0	0	0	0	36
Paraclostridium	458	3312	1	8	48	42	0	2	0	6	5	57	2	11	24	21	44	62	57	0	0	0	1	2	5	0	0	0	4
Filifactor	280	104468	35	0	12	53	22	0	0	1	0	0	0	0	52	48	77	102	582	0	0	0	0	1	0	1	1	0	3
Acetoanaerobium	198	10150	2	2	406	22	0	1	1	0	0	0	0	4	8	20	20	33	18	2	2	5	16	6	0	0	0	0	9
Peptoclostridium	98	4019	1	0	1	112	0	0	0	0	0	0	0	0	67	49	124	119	5	0	0	0	0	0	0	0	0	0	1
Aminipila	2211	8669	5	36	66	592	3	4	2	99	64	79	35	23	367	361	529	984	58	6	0	1	0	176	23	8	0	0	14
Mogibacterium	139	8520	64	67	252	193	236	9	1	18	17	11	13	26	115	68	106	341	373	2	0	4	4	60	16	238	5	393	14
Thermaerobacter	159	4585	1	1	9	274	5	0	0	0	0	0	0	1	199	254	524	424	28	0	0	0	0	0	0	2	0	1	6
Carboxydocella	132	714	0	0	2	57	0	0	0	0	0	0	0	2	61	49	132	91	2	0	0	0	0	0	0	0	0	0	1
Desulfosporosinus	625	5268	6	0	18	198	6	0	0	0	0	0	0	0	147	155	249	396	330	2	0	0	0	2	0	2	0	3	10
Desulfitobacterium	455	6638	2	5	33	219	6	0	0	0	0	0	0	4	172	185	383	497	23	0	0	0	0	2	0	0	0	2	17
Desulfotomaculum	379	3783	0	82	814	349	1	0	4	3	2	3	1	43	376	360	535	539	46	0	2	0	3	2	0	1	0	0	7
Dehalobacter	180	1942	0	43	188	162	0	18	10	0	0	0	0	27	101	96	186	418	11	16	28	48	14	52	10	24	0	0	2
Dehalobacterium	112	1223	4	14	112	170	2	0	0	3	2	5	0	2	117	115	169	312	47	0	0	2	0	0	0	0	0	0	1
Desulfofarcimen	101	670	0	4	31	53	0	0	0	0	0	0	0	1	22	20	38	48	87	0	0	0	0	25	0	1	0	0	12
Desulfallas	79	702	0	1	13	103	1	0	0	0	0	0	0	0	82	82	140	128	8	0	0	0	0	0	0	0	0	0	2
Thermincola	65	1464	0	0	0	47	0	0	0	0	0	0	0	0	22	40	56	68	1	0	0	0	0	0	0	0	0	0	1
Syntrophobotulus	60	1889	0	3	9	77	0	0	0	0	1	0	0	0	71	85	179	167	2	0	0	0	0	0	0	0	0	0	1
CandidatusDesulforudis	37	1076	0	2	1	83	0	0	0	0	0	1	0	0	39	44	102	120	0	0	0	0	0	0	0	0	0	0	1
Hungateiclostridium	746	4216	6	10	104	304	0	1	0	1	0	1	0	18	173	178	287	519	72	3	1	1	2	0	0	0	0	0	21
Ruminiclostridium	175	763	0	0	0	89	3	0	0	0	0	0	0	0	64	49	70	134	13	0	0	0	0	0	0	0	0	0	2
Thermoclostridium	169	2231	1	2	13	125	3	0	0	2	0	0	0	1	71	79	160	166	3	0	0	0	0	1	0	0	0	0	1
Pseudoclostridium	115	1495	4	0	2629	145	0	0	0	0	0	0	0	2	128	102	193	305	43	0	0	0	0	0	0	0	0	0	11
Fastidiosipila	107	2448	11	735	3302	27	9	0	1	0	0	3	1	368	39	29	48	36	68	0	4	3	9	32	6	6	0	0	1
Mageeibacillus	23	1985	4	2	20	311	1	3	0	2	0	0	0	4	290	248	468	217	17	0	0	1	1	3079	0	0	0	6	1
Ruminococcus	527	5867	8	10906	59434	59192	12	739	1020	331	334	329	313	9284	94364	29512	15626	22989	82	2150	1368	1657	898	23520	4916	345	0	16	26
Flavonifractor	227	6458	1	3589	13061	26555	0	278	123	84	194	69	14	1686	33679	56796	48951	56844	19	154	206	197	337	1183	212	358	0	0	33
Faecalibacterium	182	7327	2	18965	66800	99369	4	1106	419	3997	2586	4077	3101	26828	511809	435138	400784	30168	96	2600	2711	2572	198	24307	3930	3024	1	0	2
Caproiciproducens	139	2033	0	0	10	963	0	0	0	0	0	0	0	0	525	604	1096	3917	1	0	0	0	3	0	0	0	0	0	1
Ethanoligenens	75	2027	0	5	33	981	0	1	0	0	0	0	0	2	597	691	1430	2050	5	0	1	0	1	2	1	0	0	0	1
Ruthenibacterium	74	4981	3	7572	25653	24212	0	578	58	1746	1951	713	491	3069	13899	14839	27724	57313	8	260	213	265	149	9341	1532	2981	1	0	1
Eubacterium	339	10089	1	192	594	3812	6	26	0	118	76	73	109	154	3196	3078	4990	7587	39	39	27	29	8	158	19	29	0	1	8
Acetobacterium	281	3862	2	12	104	179	1	0	1	0	1	0	0	17	91	76	159	188	54	1	1	0	2	211	202	0	0	6	4
Massilistercora	71	3703	3	0	0	11622	0	0	0	0	0	0	0	0	13797	13045	23636	8980	3	0	0	1	0	0	0	0	0	0	1
Flintibacter	37	1895	0	1252	6112	21672	1	57	65	340	306	313	78	774	26698	29451	39042	9969	6	26	71	84	14	390	108	395	0	0	0
Intestinimonas	6	247	0	0	1	4107	1	0	0	0	0	0	0	0	2360	3813	6247	8121	4	0	0	0	0	0	0	0	0	0	0
CandidatusSyntrophocurvum	188	622	2	0	0	25	1	0	0	0	0	0	0	0	7	13	13	30	34	0	0	0	0	1	0	1	0	0	19
Syntrophomonas	90	2145	0	4	18	33	0	0	0	5	6	1	1	6	25	22	36	28	3	1	2	0	0	4	0	0	0	0	1
Syntrophothermus	41	493	0	33	301	51	0	0	0	8	0	2	1	20	17	23	37	95	5	0	0	0	0	3	0	0	0	0	1
Oscillibacter	117	1503	1	4485	28947	13568	1	255	303	1	1	2	0	4139	21029	28397	37353	17992	2	183	296	512	618	993	233	1542	0	0	3
Dysosmobacter	30	450	0	0	0	15885	0	0	0	0	0	0	0	0	19277	22638	33015	29984	0	0	0	0	0	0	0	0	0	0	0
Heliorestis	120	789	0	0	0	5	0	0	0	0	0	0	0	0	8	9	17	17	32	0	0	0	0	0	0	0	0	0	1
Heliobacterium	54	2693	2	0	0	144	1	0	0	0	0	0	0	0	66	115	196	355	9	0	0	0	0	0	0	0	0	0	1
Petrocella	167	3899	1	298	1372	53	1	0	0	61	56	78	35	103	37	40	47	87	37	0	0	0	0	0	0	0	0	0	7
Christensenella	118	4835	1	2916	7308	5910	1	0	0	5	3	10	1	735	2510	3480	5345	7165	16	0	0	5	4	34	5	7	0	1	1
Symbiobacterium	66	2194	0	0	4	149	0	0	0	0	0	0	0	0	130	119	280	400	4	0	0	0	0	0	0	0	0	0	0
Caldicellulosiruptor	1200	5901	5	10	40	271	4	0	0	0	0	3	0	8	121	124	228	199	72	0	0	0	0	0	0	0	0	0	41
Thermoanaerobacterium	996	5223	4	0	4	127	4	0	0	1	0	0	0	1	123	120	163	253	159	0	0	0	0	0	0	0	0	0	19
Thermosediminibacter	70	1474	0	0	0	69	0	0	0	0	0	0	0	0	40	55	126	223	1	0	0	0	0	0	0	0	0	0	0
Thermoanaerobacter	783	4025	3	1	1	88	1	0	0	0	0	0	0	0	66	69	73	75	103	0	0	0	0	0	0	0	0	0	22
Moorella	181	2718	1	0	0	187	2	0	0	0	0	0	0	0	144	195	426	308	37	0	0	0	0	1	0	0	0	0	6
Ammonifex	68	1698	0	0	0	227	0	0	0	0	0	0	0	0	338	423	395	119	2	0	0	0	0	0	0	0	0	0	3
Tepidanaerobacter	129	1223	0	0	0	14	0	0	0	6	1	4	0	0	7	11	11	36	8	0	0	0	0	0	0	0	0	0	2
Thermanaeromonas	87	1643	1	2	13	17	1	0	0	0	0	0	0	0	14	6	13	20	2	0	1	0	0	0	0	0	0	0	0
Caldanaerobacter	76	829	1	3	19	33	0	0	0	3	1	0	2	2	27	36	28	26	33	0	0	0	0	0	0	0	0	0	1
Carboxydothermus	41	1472	0	0	0	35	2	0	0	0	0	0	0	0	8	13	21	73	2	0	0	0	0	0	0	0	0	0	4
Thermacetogenium	26	1441	2	0	2	111	1	0	0	1	0	0	0	0	192	161	294	126	15	0	1	0	0	0	0	12	0	3	1
Thermodesulfobium	190	902	0	0	0	7	1	0	0	0	0	0	0	0	5	7	5	8	11	0	0	0	0	0	0	0	0	0	2
Mahella	88	541	0	2	8	78	0	0	0	0	0	0	0	1	77	79	221	211	16	0	0	0	1	1	0	0	0	0	6
Halanaerobium	299	2821	3	0	4	21	4	0	0	1	0	0	0	0	36	37	49	33	69	0	0	0	0	0	0	0	0	0	70
Halocella	268	595	3	0	11	19	5	0	0	0	0	0	0	4	18	31	22	131	59	0	0	0	0	0	0	0	0	0	15
Halothermothrix	152	506	3	9	66	17	1	0	0	0	0	1	1	4	23	19	45	34	43	0	0	1	1	3	0	0	0	0	8
Halobacteroides	166	989	2	0	0	5	0	0	0	0	1	0	0	0	10	12	6	29	5	0	0	0	0	0	0	0	0	0	5
Acetohalobium	144	784	2	0	2	18	1	0	0	0	0	0	0	1	1	7	12	21	35	0	0	2	0	1	0	0	0	24	5
Anoxybacter	245	1637	0	12	34	11	1	0	0	0	0	0	1	6	9	10	21	30	20	0	0	0	0	0	0	0	0	0	3
Natranaerobius	156	1147	0	0	7	23	0	0	0	0	0	0	0	0	13	6	54	20	8	0	0	0	0	1	0	0	0	0	4
Pelosinus	453	2656	4	1	0	89	9	0	0	0	0	0	0	0	65	53	53	179	139	0	0	0	0	0	0	0	0	6	7
Sporomusa	185	1531	0	15	250	85	0	0	0	0	0	0	0	2	87	97	191	109	3	1	0	0	0	2	0	0	0	0	6
Methylomusa	144	2644	3	0	0	42	1	0	0	0	0	0	0	0	47	60	77	64	9	0	0	0	0	0	0	0	0	0	3
Megamonas	401	1707	6	157	154	41	6	0	3	13208	6222	4974	4683	17	37	2082	84	96	72	1	0	1	2	3	0	0	3	15	12
Selenomonas	303	10321	52	7	38	1019	147	0	1	0	0	0	1	6	829	882	1355	1637	289	0	1	0	1	5	1	3	31	25	15
Veillonella	428	4084	10401	20	41	93	24341	0	0	0	0	0	0	40	157	171	148	115	1277000	0	0	1	2	80	21	6	3913	42954	619
Megasphaera	165	4965	13	5	19	479	43	1	2	3	0	2	3	1	420	917	784	778	26	1	3	1	1	2	1	0	21	494	2
Dialister	156	4779	5	1080	719	139	2	44	13	0	0	0	0	1798	738	452	377	519	57	137	36	51	96	227	254	307	0	9	14
Acidaminococcus	98	2711	3	1	5	510	0	2	2	1	3	0	0	2	747	673	875	627	18	2	0	1	0	1	0	0	0	0	0
Phascolarctobacterium	44	1342	0	2	0	178	0	4	1	0	0	0	1	4	147	257	190	460	8	1	3	2	1	16	0	2	0	0	7
Peptoniphilus	305	5578	1	412	52	127	2	36	3	1	1	5	0	5	108	118	247	419	55	0	1	4	12	185	127	2505	0	3	9
Anaerococcus	293	4232	8	190	9	42	1	0	0	1	0	0	0	4	76	73	63	125	73	0	0	1	1	4	3	192	0	53	39
Finegoldia	236	2496	3	310	24	125	2	38	0	0	2	0	0	2	84	77	212	1780	60	0	0	2	0	107	76	3354	0	11	2
Parvimonas	212	12555	699	1	14	37	43	0	0	0	0	1	0	3	31	34	27	57	1076	0	0	0	0	2	0	1	20	10	69
Murdochiella	32	2178	0	225	5	274	4	118	1	0	0	0	0	1	369	254	291	375	85	2	3	0	0	83	54	702	0	7	0
Sporanaerobacter	291	1915	0	0	3	74	1	0	0	0	0	0	0	0	38	63	63	152	20	0	0	0	0	0	0	0	0	0	7
Gudongella	41	1224	3	0	1	51	6	0	0	0	1	0	0	0	46	30	68	82	50	0	0	0	0	0	0	0	0	0	1
Gottschalkia	308	2046	4	29	72	33	1	0	2	0	0	0	0	32	16	29	16	33	52	1	3	0	4	14	0	5	0	1	9
Ezakiella	83	1055	1	11	15	18	1	1	0	0	0	0	0	0	23	40	32	66	6	0	0	0	0	27	0	1	0	0	2
Erysipelothrix	485	5853	11	18	79	83	3	3	1	6	4	7	1	8	57	63	57	131	176	0	1	2	2	3	1	18	0	46	8
Absiella	211	2877	5	1	7	851	4	0	0	4	0	2	1	1	1375	917	1535	3662	57	1	0	0	0	0	0	2	0	0	4
Turicibacter	183	1256	8	0	6	180	1	0	0	1	2	9	2	4	308	149	201	161	107	0	0	0	1	2	32	0	0	0	0
